,Country Name,Country Code,Year,Population_male,Population_female,Population_total
511,Low income,LIC,2001,195299634,197624670,392924294
512,Lower middle income,LMC,2001,1172428854,1130717327,2303146181
513,Middle East & North Africa,MEA,2001,168108858,159582800,327691655
514,Middle East & North Africa (excluding high income),MNA,2001,146338510,143205576,289544085
515,Middle East & North Africa (IDA & IBRD countries),TMN,2001,144829976,141716326,286546301
516,Middle income,MIC,2001,2375792474,2323881028,4699673503
517,North America,NAC,2001,155739634,160312726,316052361
518,Not classified,INX,2001,..,..,..
519,OECD members,OED,2001,593696604,615547778,1209244377
520,Other small states,OSS,2001,10951975,10871915,21823886
521,Pacific island small states,PSS,2001,1054152,1010042,2064193
522,Post-demographic dividend,PST,2001,501335117,524345286,1025680403
523,Pre-demographic dividend,PRE,2001,282829677,285904972,568734640
524,Small states,SST,2001,15291805,15223077,30514882
525,South Asia,SAS,2001,739923561,694391093,1434314654
526,South Asia (IDA & IBRD),TSA,2001,739923561,694391093,1434314654
527,Sub-Saharan Africa,SSF,2001,341357488,347804503,689161982
528,Sub-Saharan Africa (excluding high income),SSA,2001,341316580,347764209,689080780
529,Sub-Saharan Africa (IDA & IBRD countries),TSS,2001,341357488,347804503,689161982
530,Upper middle income,UMC,2001,1203363620,1193163701,2396527322
531,World,WLD,2001,3130462948,3095885143,6226348086
532,Afghanistan,AFG,2002,10562202,10438055,21000256
533,Albania,ALB,2002,1512520,1538490,3051010
534,Algeria,DZA,2002,16126874,15497822,31624696
535,American Samoa,ASM,2002,29570,28608,58177
536,Andorra,AND,2002,36773,34076,70849
537,Angola,AGO,2002,8603948,8912191,17516139
538,Antigua and Barbuda,ATG,2002,36301,40894,77195
539,Argentina,ARG,2002,18683681,19201347,37885028
540,Armenia,ARM,2002,1460849,1644189,3105037
541,Aruba,ABW,2002,43950,47831,91781
542,Australia,AUS,2002,9673988,9821222,19495210
543,Austria,AUT,2002,3918661,4163296,8081957
544,Azerbaijan,AZE,2002,3939827,4232123,8171950
545,"Bahamas, The",BHS,2002,162950,171053,334002
546,Bahrain,BHR,2002,442442,305882,748324
547,Bangladesh,BGD,2002,68254669,65885157,134139826
548,Barbados,BRB,2002,127609,138845,266455
549,Belarus,BLR,2002,4591597,5273950,9865548
550,Belgium,BEL,2002,5053895,5278890,10332785
551,Belize,BLZ,2002,129160,126827,255987
552,Benin,BEN,2002,3688186,3743597,7431783
553,Bermuda,BMU,2002,30625,32287,62912
554,Bhutan,BTN,2002,325859,293189,619048
555,Bolivia,BOL,2002,4495206,4405377,8900583
556,Bosnia and Herzegovina,BIH,2002,2048780,2149630,4198410
557,Botswana,BWA,2002,873216,921914,1795130
558,Brazil,BRA,2002,89303580,91173105,180476685
559,British Virgin Islands,VGB,2002,10851,10437,21288
560,Brunei Darussalam,BRN,2002,182567,164895,347463
561,Bulgaria,BGR,2002,3774971,4062190,7837161
562,Burkina Faso,BFA,2002,6235842,6396427,12632269
563,Burundi,BDI,2002,3274704,3374234,6648938
564,Cabo Verde,CPV,2002,231264,241967,473231
565,Cambodia,KHM,2002,6183561,6378217,12561779
566,Cameroon,CMR,2002,7900648,8013386,15914033
567,Canada,CAN,2002,15538106,15821972,31360079
568,Cayman Islands,CYM,2002,20890,21567,42456
569,Central African Republic,CAF,2002,1974502,1956147,3930648
570,Chad,TCD,2002,4406601,4431767,8838369
571,Channel Islands,CHI,2002,71489,75678,147167
572,Chile,CHL,2002,7794228,7899562,15693790
573,China,CHN,2002,654865007,625534993,1280400000
574,Colombia,COL,2002,20066543,20387506,40454050
575,Comoros,COM,2002,277671,281375,559047
576,"Congo, Dem. Rep.",COD,2002,25544321,26117751,51662071
577,"Congo, Rep.",COG,2002,1650909,1680249,3331158
578,Costa Rica,CRI,2002,2074083,2048540,4122623
579,Cote d'Ivoire,CIV,2002,8909248,8774649,17683897
580,Croatia,HRV,2002,2063084,2239090,4302174
581,Cuba,CUB,2002,5595307,5574743,11170051
582,Curacao,CUW,2002,59798,69407,129205
583,Cyprus,CYP,2002,494964,487231,982194
584,Czechia,CZE,2002,4971013,5225903,10196916
585,Denmark,DNK,2002,2659320,2716612,5375931
586,Djibouti,DJI,2002,392572,396557,789129
587,Dominica,DMA,2002,34159,34103,68262
588,Dominican Republic,DOM,2002,4464921,4330181,8795101
589,Ecuador,ECU,2002,6544813,6525796,13070609
590,"Egypt, Arab Rep.",EGY,2002,37686851,36706908,74393759
591,El Salvador,SLV,2002,2890463,3120812,6011275
592,Equatorial Guinea,GNQ,2002,383968,370147,754115
593,Eritrea,ERI,2002,1245585,1301839,2547424
594,Estonia,EST,2002,642160,737190,1379350
595,Eswatini,SWZ,2002,505974,544835,1050809
596,Ethiopia,ETH,2002,35686336,35386878,71073215
597,Faroe Islands,FRO,2002,24241,22572,46813
598,Fiji,FJI,2002,432518,417373,849891
599,Finland,FIN,2002,2541277,2659321,5200598
600,France,FRA,2002,29973050,31843184,61816234
601,French Polynesia,PYF,2002,133515,125623,259137
602,Gabon,GAB,2002,669040,672655,1341696
603,"Gambia, The",GMB,2002,749718,772505,1522223
604,Georgia,GEO,2002,1847424,2131091,3978515
605,Germany,DEU,2002,40120267,42368228,82488495
606,Ghana,GHA,2002,10312728,10445597,20758326
607,Gibraltar,GIB,2002,13863,14030,27892
608,Greece,GRC,2002,5429975,5472047,10902022
609,Greenland,GRL,2002,30229,26381,56609
610,Grenada,GRD,2002,54535,53697,108231
611,Guam,GUM,2002,82448,80115,162563
612,Guatemala,GTM,2002,6034184,6113334,12147518
613,Guinea,GIN,2002,4206776,4371013,8577790
614,Guinea-Bissau,GNB,2002,627230,658447,1285678
615,Guyana,GUY,2002,379813,380510,760323
616,Haiti,HTI,2002,4301197,4360349,8661546
617,Honduras,HND,2002,3548604,3471303,7019908
618,"Hong Kong SAR, China",HKG,2002,3293565,3450535,6744100
619,Hungary,HUN,2002,4828263,5330345,10158608
620,Iceland,ISL,2002,143855,143668,287523
621,India,IND,2002,568334873,529978166,1098313039
622,Indonesia,IDN,2002,110738346,109376745,220115092
623,"Iran, Islamic Rep.",IRN,2002,34099104,33228012,67327117
624,Iraq,IRQ,2002,13070653,13184691,26255343
625,Ireland,IRL,2002,1953068,1978879,3931947
626,Isle of Man,IMN,2002,37876,39308,77183
627,Israel,ISR,2002,3240065,3329934,6570000
628,Italy,ITA,2002,27608392,29450615,57059007
629,Jamaica,JAM,2002,1307197,1331046,2638244
630,Japan,JPN,2002,62351052,65093948,127445000
631,Jordan,JOR,2002,2728993,2546539,5275532
632,Kazakhstan,KAZ,2002,7066960,7791988,14858948
633,Kenya,KEN,2002,16262141,16517681,32779823
634,Kiribati,KIR,2002,45346,47053,92400
635,"Korea, Dem. People's Rep.",PRK,2002,11523015,12115395,23638411
636,"Korea, Rep.",KOR,2002,23906741,23737995,47644736
637,Kosovo,XKX,2002,871423,830886,1702310
638,Kuwait,KWT,2002,1204908,842457,2047364
639,Kyrgyz Republic,KGZ,2002,2432857,2557844,4990700
640,Lao PDR,LAO,2002,2814046,2792055,5606101
641,Latvia,LVA,2002,1053100,1257073,2310173
642,Lebanon,LBN,2002,2201780,2244887,4446666
643,Lesotho,LSO,2002,976926,1020608,1997534
644,Liberia,LBR,2002,1507373,1553226,3060599
645,Libya,LBY,2002,2806031,2599295,5405326
646,Liechtenstein,LIE,2002,16583,17110,33693
647,Lithuania,LTU,2002,1594819,1848248,3443067
648,Luxembourg,LUX,2002,220026,226149,446175
649,"Macao SAR, China",MAC,2002,215724,233941,449665
650,Madagascar,MDG,2002,8648564,8563371,17211934
651,Malawi,MWI,2002,5719293,6065205,11784498
652,Malaysia,MYS,2002,12292325,11850120,24142445
653,Maldives,MDV,2002,150901,141382,292284
654,Mali,MLI,2002,6034984,5917677,11952660
655,Malta,MLT,2002,196682,199287,395969
656,Marshall Islands,MHL,2002,27945,26552,54496
657,Mauritania,MRT,2002,1409021,1412682,2821703
658,Mauritius,MUS,2002,601013,603608,1204621
659,Mexico,MEX,2002,49386357,51530724,100917081
660,"Micronesia, Fed. Sts.",FSM,2002,56495,55496,111992
661,Moldova,MDA,2002,1379092,1532293,2911385
662,Monaco,MCO,2002,15768,16617,32386
663,Mongolia,MNG,2002,1239950,1254668,2494617
664,Montenegro,MNE,2002,295606,314222,609828
665,Morocco,MAR,2002,14665548,14636269,29301817
666,Mozambique,MOZ,2002,9100891,9594055,18694946
667,Myanmar,MMR,2002,23224582,23255648,46480230
668,Namibia,NAM,2002,914685,973840,1888525
669,Nauru,NRU,2002,5340,5011,10351
670,Nepal,NPL,2002,12738215,12593963,25332178
671,Netherlands,NLD,2002,7990446,8158484,16148929
672,New Caledonia,NCL,2002,111946,109544,221490
673,New Zealand,NZL,2002,1936564,2011935,3948500
674,Nicaragua,NIC,2002,2593630,2665376,5259006
675,Niger,NER,2002,6282467,6174051,12456517
676,Nigeria,NGA,2002,65158785,64424240,129583026
677,North Macedonia,MKD,2002,1011852,1008305,2020157
678,Northern Mariana Islands,MNP,2002,37181,39980,77162
679,Norway,NOR,2002,2249024,2289135,4538159
680,Oman,OMN,2002,1367695,1035964,2403659
681,Pakistan,PAK,2002,84278393,78984415,163262807
682,Palau,PLW,2002,10784,9066,19851
683,Panama,PAN,2002,1567505,1553486,3120990
684,Papua New Guinea,PNG,2002,3074522,2818074,5892596
685,Paraguay,PRY,2002,2669782,2616730,5286512
686,Peru,PER,2002,13635757,13698746,27334503
687,Philippines,PHL,2002,41101162,40184410,81285572
688,Poland,POL,2002,18570141,19660224,38230364
689,Portugal,PRT,2002,5024837,5394794,10419631
690,Puerto Rico,PRI,2002,1839516,1984185,3823701
691,Qatar,QAT,2002,480524,232662,713186
692,Romania,ROU,2002,10511655,11218841,21730496
693,Russian Federation,RUS,2002,67715029,77591468,145306497
694,Rwanda,RWA,2002,4014653,4357653,8372306
695,Samoa,WSM,2002,96876,89754,186630
696,San Marino,SMR,2002,13687,14283,27969
697,Sao Tome and Principe,STP,2002,74706,75135,149841
698,Saudi Arabia,SAU,2002,12928084,9695331,22623415
699,Senegal,SEN,2002,5016669,5164280,10180950
700,Serbia,SRB,2002,3615272,3881249,7496522
701,Seychelles,SYC,2002,42238,41486,83723
702,Sierra Leone,SLE,2002,2554938,2585175,5140113
703,Singapore,SGP,2002,2123960,2051990,4175950
704,Sint Maarten (Dutch part),SXM,2002,14963,15814,30777
705,Slovak Republic,SVK,2002,2611957,2764954,5376912
706,Slovenia,SVN,2002,972033,1022497,1994530
707,Solomon Islands,SLB,2002,232444,218316,450760
708,Somalia,SOM,2002,4707222,4703881,9411103
709,South Africa,ZAF,2002,22681781,24979734,47661514
710,South Sudan,SSD,2002,3255319,3430780,6686100
711,Spain,ESP,2002,20315259,21116299,41431558
712,Sri Lanka,LKA,2002,9472882,9637824,19110707
713,St. Kitts and Nevis,KNA,2002,22989,23274,46264
714,St. Lucia,LCA,2002,80061,81739,161799
715,St. Martin (French part),MAF,2002,15104,16057,31160
716,St. Vincent and the Grenadines,VCT,2002,57862,55587,113450
717,Sudan,SDN,2002,13855688,13714630,27570318
718,Suriname,SUR,2002,249959,245707,495666
719,Sweden,SWE,2002,4417564,4507394,8924958
720,Switzerland,CHE,2002,3561139,3723614,7284753
721,Syrian Arab Republic,SYR,2002,8680305,8483717,17164021
722,Tajikistan,TJK,2002,3221269,3320485,6541755
723,Tanzania,TZA,2002,17969988,18383543,36353531
724,Thailand,THA,2002,31620770,32601809,64222580
725,Timor-Leste,TLS,2002,466681,442957,909639
726,Togo,TGO,2002,2633356,2648182,5281538
727,Tonga,TON,2002,52712,51093,103804
728,Trinidad and Tobago,TTO,2002,666135,679829,1345964
729,Tunisia,TUN,2002,5052798,5041762,10094561
730,Turkiye,TUR,2002,33181031,32807631,65988663
731,Turkmenistan,TKM,2002,2315065,2383903,4698968
732,Turks and Caicos Islands,TCA,2002,10559,10039,20598
733,Tuvalu,TUV,2002,4787,4822,9609
734,Uganda,UGA,2002,12507523,13037567,25545090
735,Ukraine,UKR,2002,22289659,25912812,48202470
736,United Arab Emirates,ARE,2002,2490318,1143337,3633655
737,United Kingdom,GBR,2002,28964154,30406325,59370479
738,United States,USA,2002,141652391,145972802,287625193
739,Uruguay,URY,2002,1598457,1707985,3306441
740,Uzbekistan,UZB,2002,12628787,12643062,25271850
741,Vanuatu,VUT,2002,102763,99363,202125
742,"Venezuela, RB",VEN,2002,12684667,12646261,25330929
743,Viet Nam,VNM,2002,39510889,41131420,80642308
744,Virgin Islands (U.S.),VIR,2002,51818,56692,108509
745,West Bank and Gaza,PSE,2002,1545319,1530053,3075373
746,"Yemen, Rep.",YEM,2002,9920754,9739899,19660653
747,Zambia,ZMB,2002,5076940,5431354,10508294
748,Zimbabwe,ZWE,2002,5684128,6300516,11984644
749,Africa Eastern and Southern,AFE,2002,208105454,214635664,422741118
750,Africa Western and Central,AFW,2002,142544253,142408066,284952322
751,Arab World,ARB,2002,154042051,145976600,300018650
752,Caribbean small states,CSS,2002,3308730,3363111,6671842
753,Central Europe and the Baltics,CEB,2002,51593196,55366555,106959751
754,Early-demographic dividend,EAR,2002,1320234463,1270969776,2591204247
755,East Asia & Pacific,EAS,2002,1055253166,1028716750,2083969920
756,East Asia & Pacific (excluding high income),EAP,2002,939717526,910755399,1850472928
757,East Asia & Pacific (IDA & IBRD countries),TEA,2002,928199851,898645015,1826844868
758,Euro area,EMU,2002,157714868,166426666,324141533
759,Europe & Central Asia,ECS,2002,417917777,447556396,865474170
760,Europe & Central Asia (excluding high income),ECA,2002,177199870,193607811,370807684
761,Europe & Central Asia (IDA & IBRD countries),TEC,2002,208344750,226725966,435070718
762,European Union,EUU,2002,209510879,221387265,430898141
763,Fragile and conflict affected situations,FCS,2002,319045331,322773288,641818620
764,Heavily indebted poor countries (HIPC),HPC,2002,249685933,252808498,502494432
765,High income,HIC,2002,550291061,565390804,1115681856
766,IBRD only,IBD,2002,2058930323,2014413761,4073344085
767,IDA & IBRD total,IBT,2002,2646100394,2597182953,5243283354
768,IDA blend,IDB,2002,197995393,192709046,390704440
769,IDA only,IDX,2002,389174678,390060146,779234829
770,IDA total,IDA,2002,587170071,582769192,1169939269
771,Late-demographic dividend,LTE,2002,1043259035,1031322703,2074581734
772,Latin America & Caribbean,LCN,2002,265309144,270626403,535935546
773,Latin America & Caribbean (excluding high income),LAC,2002,238201041,243152675,481353718
774,Latin America & the Caribbean (IDA & IBRD countries),TLA,2002,257355829,262509733,519865563
775,Least developed countries: UN classification,LDC,2002,347334856,348383463,695718323
776,Low & middle income,LMY,2002,2608821482,2558306691,5167128185
777,Low income,LIC,2002,201253386,203518514,404771898
778,Lower middle income,LMC,2002,1193936593,1151514407,2345451008
779,Middle East & North Africa,MEA,2002,171328300,162621265,333949565
780,Middle East & North Africa (excluding high income),MNA,2002,148977582,145836411,294813993
781,Middle East & North Africa (IDA & IBRD countries),TMN,2002,147432263,144306358,291738620
782,Middle income,MIC,2002,2407568096,2354788177,4762356287
783,North America,NAC,2002,157221122,161827061,319048184
784,Not classified,INX,2002,..,..,..
785,OECD members,OED,2002,598188844,620207139,1218395986
786,Other small states,OSS,2002,11156149,11051927,22208079
787,Pacific island small states,PSS,2002,1068010,1023899,2091909
788,Post-demographic dividend,PST,2002,503829495,526989161,1030818658
789,Pre-demographic dividend,PRE,2002,291480555,294543007,586023563
790,Small states,SST,2002,15532889,15438937,30971830
791,South Asia,SAS,2002,754117994,707952151,1462070145
792,South Asia (IDA & IBRD),TSA,2002,754117994,707952151,1462070145
793,Sub-Saharan Africa,SSF,2002,350649707,357043730,707693440
794,Sub-Saharan Africa (excluding high income),SSA,2002,350607469,357002244,707609717
795,Sub-Saharan Africa (IDA & IBRD countries),TSS,2002,350649707,357043730,707693440
796,Upper middle income,UMC,2002,1213631503,1203273770,2416905279
797,World,WLD,2002,3171797210,3136343756,6308140970
798,Afghanistan,AFG,2003,11397483,11247647,22645130
799,Albania,ALB,2003,1508084,1531532,3039616
800,Algeria,DZA,2003,16346159,15709725,32055883
801,American Samoa,ASM,2003,29419,28521,57941
802,Andorra,AND,2003,38429,35478,73907
803,Angola,AGO,2003,8904704,9219638,18124342
804,Antigua and Barbuda,ATG,2003,36745,41329,78075
805,Argentina,ARG,2003,18879701,19398462,38278164
806,Armenia,ARM,2003,1447623,1636478,3084102
807,Aruba,ABW,2003,44327,48374,92701
808,Australia,AUS,2003,9787220,9933517,19720737
809,Austria,AUT,2003,3941237,4180186,8121423
810,Azerbaijan,AZE,2003,3975655,4258445,8234100
811,"Bahamas, The",BHS,2003,164975,173516,338490
812,Bahrain,BHR,2003,462113,316143,778256
813,Bangladesh,BGD,2003,69348344,67154861,136503206
814,Barbados,BRB,2003,128040,139459,267499
815,Belarus,BLR,2003,4556725,5240024,9796749
816,Belgium,BEL,2003,5076053,5300080,10376133
817,Belize,BLZ,2003,133040,130958,263998
818,Benin,BEN,2003,3803644,3855563,7659208
819,Bermuda,BMU,2003,30832,32493,63325
820,Bhutan,BTN,2003,335712,298916,634627
821,Bolivia,BOL,2003,4573038,4484341,9057378
822,Bosnia and Herzegovina,BIH,2003,2042127,2141631,4183757
823,Botswana,BWA,2003,889736,937127,1826863
824,Brazil,BRA,2003,90318606,92310671,182629278
825,British Virgin Islands,VGB,2003,11133,10849,21982
826,Brunei Darussalam,BRN,2003,185758,168286,354045
827,Bulgaria,BGR,2003,3745714,4029614,7775327
828,Burkina Faso,BFA,2003,6441322,6589269,13030591
829,Burundi,BDI,2003,3380524,3480322,6860846
830,Cabo Verde,CPV,2003,235308,244781,480089
831,Cambodia,KHM,2003,6299051,6488659,12787710
832,Cameroon,CMR,2003,8121554,8232772,16354326
833,Canada,CAN,2003,15680044,15963984,31644028
834,Cayman Islands,CYM,2003,21605,22258,43862
835,Central African Republic,CAF,2003,2022398,2004444,4026841
836,Chad,TCD,2003,4588681,4607685,9196366
837,Channel Islands,CHI,2003,72148,76193,148341
838,Chile,CHL,2003,7874834,7984277,15859112
839,China,CHN,2003,659030348,629369651,1288400000
840,Colombia,COL,2003,20357979,20699708,41057687
841,Comoros,COM,2003,283149,286981,570130
842,"Congo, Dem. Rep.",COD,2003,26310226,26895414,53205639
843,"Congo, Rep.",COG,2003,1698593,1726060,3424653
844,Costa Rica,CRI,2003,2106901,2081709,4188610
845,Cote d'Ivoire,CIV,2003,9133271,8983181,18116451
846,Croatia,HRV,2003,2063864,2239534,4303399
847,Cuba,CUB,2003,5606222,5592995,11199217
848,Curacao,CUW,2003,61016,70881,131897
849,Cyprus,CYP,2003,503815,496534,1000350
850,Czechia,CZE,2003,4973473,5220524,10193998
851,Denmark,DNK,2003,2667415,2723159,5390574
852,Djibouti,DJI,2003,401257,405154,806411
853,Dominica,DMA,2003,34296,34147,68442
854,Dominican Republic,DOM,2003,4526492,4393360,8919852
855,Ecuador,ECU,2003,6659818,6641367,13301184
856,"Egypt, Arab Rep.",EGY,2003,38492094,37471228,75963322
857,El Salvador,SLV,2003,2895077,3131771,6026849
858,Equatorial Guinea,GNQ,2003,403668,386013,789681
859,Eritrea,ERI,2003,1298813,1354578,2653390
860,Estonia,EST,2003,637741,732979,1370720
861,Eswatini,SWZ,2003,509632,549165,1058797
862,Ethiopia,ETH,2003,36760688,36408151,73168838
863,Faroe Islands,FRO,2003,24567,22825,47392
864,Fiji,FJI,2003,437004,421301,858306
865,Finland,FIN,2003,2548930,2664085,5213014
866,France,FRA,2003,30182216,32074754,62256970
867,French Polynesia,PYF,2003,135482,127691,263173
868,Gabon,GAB,2003,688174,690223,1378398
869,"Gambia, The",GMB,2003,771376,794881,1566257
870,Georgia,GEO,2003,1835929,2115806,3951736
871,Germany,DEU,2003,40149300,42384876,82534176
872,Ghana,GHA,2003,10601193,10728320,21329514
873,Gibraltar,GIB,2003,14081,14220,28301
874,Greece,GRC,2003,5440592,5487478,10928070
875,Greenland,GRL,2003,30279,26487,56765
876,Grenada,GRD,2003,54821,53919,108740
877,Guam,GUM,2003,82900,80486,163385
878,Guatemala,GTM,2003,6165563,6249771,12415334
879,Guinea,GIN,2003,4303547,4468708,8772254
880,Guinea-Bissau,GNB,2003,642205,673448,1315653
881,Guyana,GUY,2003,379988,380574,760562
882,Haiti,HTI,2003,4376534,4435711,8812245
883,Honduras,HND,2003,3641043,3560838,7201881
884,"Hong Kong SAR, China",HKG,2003,3270809,3459990,6730800
885,Hungary,HUN,2003,4811880,5317673,10129552
886,Iceland,ISL,2003,144829,144693,289521
887,India,IND,2003,578236241,539178882,1117415123
888,Indonesia,IDN,2003,112245542,110834579,223080121
889,"Iran, Islamic Rep.",IRN,2003,34429317,33525382,67954699
